0.635294,0.639216,0.654902,0.549020,0.129412,0.035294,0.054902,0.058824,0.113725,0.090196,0.043137,0.031373,0.141176,0.164706,0.274510,0.662745,0.639216,0.631373,0.631373,0.674510,0.627451,0.615686,0.600000,0.584314,0.572549
0.639216,0.639216,0.639216,0.690196,0.356863,0.007843,0.043137,0.047059,0.109804,0.090196,0.062745,0.074510,0.192157,0.435294,0.329412,0.643137,0.639216,0.631373,0.639216,0.709804,0.627451,0.627451,0.611765,0.584314,0.576471
0.643137,0.643137,0.643137,0.666667,0.215686,0.023529,0.039216,0.047059,0.054902,0.050980,0.188235,0.462745,0.294118,0.666667,0.384314,0.537255,0.717647,0.635294,0.631373,0.701961,0.623529,0.623529,0.611765,0.584314,0.576471
0.490196,0.560784,0.682353,0.517647,0.043137,0.050980,0.050980,0.058824,0.058824,0.031373,0.431373,0.494118,0.447059,0.627451,0.447059,0.352941,0.721569,0.705882,0.635294,0.698039,0.619608,0.588235,0.592157,0.603922,0.596078
0.372549,0.435294,0.439216,0.176471,0.031373,0.050980,0.050980,0.050980,0.050980,0.050980,0.521569,0.364706,0.474510,0.631373,0.611765,0.325490,0.450980,0.529412,0.498039,0.517647,0.686275,0.705882,0.631373,0.474510,0.443137
0.439216,0.439216,0.411765,0.074510,0.047059,0.054902,0.054902,0.054902,0.043137,0.176471,0.509804,0.254902,0.356863,0.458824,0.403922,0.345098,0.219608,0.368627,0.223529,0.211765,0.411765,0.521569,0.380392,0.235294,0.200000
0.537255,0.541176,0.364706,0.031373,0.047059,0.050980,0.054902,0.050980,0.031373,0.301961,0.560784,0.290196,0.486275,0.521569,0.509804,0.525490,0.282353,0.466667,0.501961,0.505882,0.490196,0.486275,0.486275,0.466667,0.454902
0.529412,0.545098,0.258824,0.023529,0.050980,0.050980,0.054902,0.050980,0.054902,0.431373,0.403922,0.294118,0.517647,0.552941,0.494118,0.517647,0.372549,0.317647,0.478431,0.447059,0.439216,0.435294,0.439216,0.454902,0.435294
0.529412,0.541176,0.505882,0.211765,0.035294,0.054902,0.058824,0.043137,0.121569,0.541176,0.341176,0.423529,0.521569,0.549020,0.529412,0.517647,0.505882,0.317647,0.529412,0.509804,0.494118,0.486275,0.474510,0.462745,0.462745
0.521569,0.521569,0.556863,0.317647,0.074510,0.035294,0.047059,0.027451,0.215686,0.537255,0.301961,0.482353,0.501961,0.509804,0.529412,0.521569,0.521569,0.396078,0.396078,0.494118,0.470588,0.458824,0.462745,0.462745,0.450980
0.486275,0.498039,0.541176,0.262745,0.149020,0.129412,0.035294,0.047059,0.321569,0.431373,0.215686,0.431373,0.458824,0.474510,0.521569,0.541176,0.537255,0.478431,0.294118,0.501961,0.466667,0.478431,0.478431,0.462745,0.443137
0.486275,0.482353,0.501961,0.239216,0.137255,0.274510,0.105882,0.149020,0.466667,0.466667,0.537255,0.498039,0.501961,0.505882,0.490196,0.494118,0.505882,0.498039,0.474510,0.513726,0.454902,0.454902,0.450980,0.443137,0.466667
0.501961,0.494118,0.498039,0.239216,0.137255,0.360784,0.196078,0.141176,0.458824,0.454902,0.607843,0.482353,0.509804,0.482353,0.494118,0.501961,0.501961,0.482353,0.454902,0.505882,0.458824,0.458824,0.423529,0.435294,0.462745
0.478431,0.486275,0.494118,0.215686,0.164706,0.415686,0.211765,0.196078,0.423529,0.462745,0.580392,0.470588,0.490196,0.462745,0.474510,0.490196,0.498039,0.501961,0.458824,0.486275,0.490196,0.470588,0.450980,0.454902,0.447059
